queue_id,dossier_id,section,source_row,reason,status
M4-FUNG-0023:Q011:subject,M4-FUNG-0023,MEASUREMENTS,151,measurement_subject_reference_not_experiment,unreviewed
M4-FUNG-0023:Q012:subject,M4-FUNG-0023,MEASUREMENTS,152,measurement_subject_reference_not_experiment,unreviewed
M4-FUNG-0033:Q013:subject,M4-FUNG-0033,MEASUREMENTS,144,measurement_subject_reference_not_experiment,unreviewed
M4-FUNG-0034:Q007:subject,M4-FUNG-0034,MEASUREMENTS,151,measurement_subject_reference_not_experiment,unreviewed
M4-FUNG-0035:Q007:subject,M4-FUNG-0035,MEASUREMENTS,149,measurement_subject_reference_not_experiment,unreviewed
M4-FUNG-0035:Q008:subject,M4-FUNG-0035,MEASUREMENTS,150,measurement_subject_reference_not_experiment,unreviewed
M4-FUNG-0035:Q009:subject,M4-FUNG-0035,MEASUREMENTS,151,measurement_subject_reference_not_experiment,unreviewed
M4-FUNG-0035:Q010:subject,M4-FUNG-0035,MEASUREMENTS,152,measurement_subject_reference_not_experiment,unreviewed
M4-FUNG-0035:Q011:subject,M4-FUNG-0035,MEASUREMENTS,153,measurement_subject_reference_not_experiment,unreviewed
M4-FUNG-0036:Q006:subject,M4-FUNG-0036,MEASUREMENTS,139,measurement_subject_reference_not_experiment,unreviewed
M4-FUNG-0037:Q005:subject,M4-FUNG-0037,MEASUREMENTS,134,measurement_subject_reference_not_experiment,unreviewed
M4-FUNG-0038:Q012:subject,M4-FUNG-0038,MEASUREMENTS,148,measurement_subject_reference_not_experiment,unreviewed
M4-FUNG-0039:Q012:subject,M4-FUNG-0039,MEASUREMENTS,164,measurement_subject_reference_not_experiment,unreviewed
M4-FUNG-0040:Q011:subject,M4-FUNG-0040,MEASUREMENTS,157,measurement_subject_reference_not_experiment,unreviewed
M4-FUNG-0040:Q012:subject,M4-FUNG-0040,MEASUREMENTS,158,measurement_subject_reference_not_experiment,unreviewed
M4-FUNG-0040:Q013:subject,M4-FUNG-0040,MEASUREMENTS,159,measurement_subject_reference_not_experiment,unreviewed
M4-FUNG-0040:Q014:subject,M4-FUNG-0040,MEASUREMENTS,160,measurement_subject_reference_not_experiment,unreviewed
M4-FUNG-0041:Q010:subject,M4-FUNG-0041,MEASUREMENTS,145,measurement_subject_reference_not_experiment,unreviewed
M4-FUNG-0042:Q014:subject,M4-FUNG-0042,MEASUREMENTS,145,measurement_subject_reference_not_experiment,unreviewed
M4-FUNG-0042:Q015:subject,M4-FUNG-0042,MEASUREMENTS,146,measurement_subject_reference_not_experiment,unreviewed
M4-FUNG-0044:Q016:subject,M4-FUNG-0044,MEASUREMENTS,158,measurement_subject_reference_not_experiment,unreviewed
M4-FUNG-0044:Q017:subject,M4-FUNG-0044,MEASUREMENTS,159,measurement_subject_reference_not_experiment,unreviewed
M4-FUNG-0044:Q018:subject,M4-FUNG-0044,MEASUREMENTS,160,measurement_subject_reference_not_experiment,unreviewed
M4-FUNG-0045:Q004:subject,M4-FUNG-0045,MEASUREMENTS,142,measurement_subject_reference_not_experiment,unreviewed
M4-FUNG-0046:Q004:subject,M4-FUNG-0046,MEASUREMENTS,138,measurement_subject_reference_not_experiment,unreviewed
M4-FUNG-0047:Q005:subject,M4-FUNG-0047,MEASUREMENTS,139,measurement_subject_reference_not_experiment,unreviewed
M4-FUNG-0049:Q005:subject,M4-FUNG-0049,MEASUREMENTS,140,measurement_subject_reference_not_experiment,unreviewed
M4-FUNG-0049:Q006:subject,M4-FUNG-0049,MEASUREMENTS,141,measurement_subject_reference_not_experiment,unreviewed
M4-FUNG-0049:Q007:subject,M4-FUNG-0049,MEASUREMENTS,142,measurement_subject_reference_not_experiment,unreviewed
M4-FUNG-0050:Q002:subject,M4-FUNG-0050,MEASUREMENTS,132,measurement_subject_reference_not_experiment,unreviewed
M4-FUNG-0050:Q003:subject,M4-FUNG-0050,MEASUREMENTS,133,measurement_subject_reference_not_experiment,unreviewed
M4-FUNG-0050:Q004:subject,M4-FUNG-0050,MEASUREMENTS,134,measurement_subject_reference_not_experiment,unreviewed
M4-FUNG-0050:Q005:subject,M4-FUNG-0050,MEASUREMENTS,135,measurement_subject_reference_not_experiment,unreviewed
M4-FUNG-0050:Q006:subject,M4-FUNG-0050,MEASUREMENTS,136,measurement_subject_reference_not_experiment,unreviewed
M4-FUNG-0050:Q007:subject,M4-FUNG-0050,MEASUREMENTS,137,measurement_subject_reference_not_experiment,unreviewed
M4-FUNG-0051:Q003:subject,M4-FUNG-0051,MEASUREMENTS,133,measurement_subject_reference_not_experiment,unreviewed
M4-FUNG-0052:Q002:subject,M4-FUNG-0052,MEASUREMENTS,132,measurement_subject_reference_not_experiment,unreviewed
M4-FUNG-0052:Q003:subject,M4-FUNG-0052,MEASUREMENTS,133,measurement_subject_reference_not_experiment,unreviewed
M4-FUNG-0052:Q005:subject,M4-FUNG-0052,MEASUREMENTS,135,measurement_subject_reference_not_experiment,unreviewed
M4-FUNG-0054:Q003:subject,M4-FUNG-0054,MEASUREMENTS,133,measurement_subject_reference_not_experiment,unreviewed
M4-FUNG-0078:ORGANISM_AND_SEQUENCE:21,M4-FUNG-0078,ORGANISM_AND_SEQUENCE,21,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0078:ORGANISM_AND_SEQUENCE:22,M4-FUNG-0078,ORGANISM_AND_SEQUENCE,22,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0078:ORGANISM_AND_SEQUENCE:23,M4-FUNG-0078,ORGANISM_AND_SEQUENCE,23,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0078:ORGANISM_AND_SEQUENCE:24,M4-FUNG-0078,ORGANISM_AND_SEQUENCE,24,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0078:PRODUCT_ACTIVATION_EVIDENCE:26,M4-FUNG-0078,PRODUCT_ACTIVATION_EVIDENCE,26,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0078:PRODUCT_ACTIVATION_EVIDENCE:27,M4-FUNG-0078,PRODUCT_ACTIVATION_EVIDENCE,27,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0078:PRODUCT_ACTIVATION_EVIDENCE:28,M4-FUNG-0078,PRODUCT_ACTIVATION_EVIDENCE,28,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0078:PRODUCT_ACTIVATION_EVIDENCE:29,M4-FUNG-0078,PRODUCT_ACTIVATION_EVIDENCE,29,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0078:EXPERIMENTS_AND_CLAIMS:37,M4-FUNG-0078,EXPERIMENTS_AND_CLAIMS,37,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0078:EXPERIMENTS_AND_CLAIMS:38,M4-FUNG-0078,EXPERIMENTS_AND_CLAIMS,38,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0079:ORGANISM_AND_SEQUENCE:19,M4-FUNG-0079,ORGANISM_AND_SEQUENCE,19,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0079:ORGANISM_AND_SEQUENCE:20,M4-FUNG-0079,ORGANISM_AND_SEQUENCE,20,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0079:ORGANISM_AND_SEQUENCE:21,M4-FUNG-0079,ORGANISM_AND_SEQUENCE,21,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0079:PRODUCT_ACTIVATION_EVIDENCE:23,M4-FUNG-0079,PRODUCT_ACTIVATION_EVIDENCE,23,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0079:PRODUCT_ACTIVATION_EVIDENCE:24,M4-FUNG-0079,PRODUCT_ACTIVATION_EVIDENCE,24,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0079:PRODUCT_ACTIVATION_EVIDENCE:25,M4-FUNG-0079,PRODUCT_ACTIVATION_EVIDENCE,25,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0079:EXPERIMENTS_AND_CLAIMS:31,M4-FUNG-0079,EXPERIMENTS_AND_CLAIMS,31,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0079:EXPERIMENTS_AND_CLAIMS:32,M4-FUNG-0079,EXPERIMENTS_AND_CLAIMS,32,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0080:ORGANISM_AND_SEQUENCE:19,M4-FUNG-0080,ORGANISM_AND_SEQUENCE,19,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0080:ORGANISM_AND_SEQUENCE:20,M4-FUNG-0080,ORGANISM_AND_SEQUENCE,20,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0080:ORGANISM_AND_SEQUENCE:21,M4-FUNG-0080,ORGANISM_AND_SEQUENCE,21,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0080:PRODUCT_ACTIVATION_EVIDENCE:23,M4-FUNG-0080,PRODUCT_ACTIVATION_EVIDENCE,23,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0080:PRODUCT_ACTIVATION_EVIDENCE:24,M4-FUNG-0080,PRODUCT_ACTIVATION_EVIDENCE,24,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0080:PRODUCT_ACTIVATION_EVIDENCE:25,M4-FUNG-0080,PRODUCT_ACTIVATION_EVIDENCE,25,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0080:EXPERIMENTS_AND_CLAIMS:32,M4-FUNG-0080,EXPERIMENTS_AND_CLAIMS,32,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0080:EXPERIMENTS_AND_CLAIMS:33,M4-FUNG-0080,EXPERIMENTS_AND_CLAIMS,33,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0081:ORGANISM_AND_SEQUENCE:19,M4-FUNG-0081,ORGANISM_AND_SEQUENCE,19,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0081:ORGANISM_AND_SEQUENCE:20,M4-FUNG-0081,ORGANISM_AND_SEQUENCE,20,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0081:ORGANISM_AND_SEQUENCE:21,M4-FUNG-0081,ORGANISM_AND_SEQUENCE,21,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0081:PRODUCT_ACTIVATION_EVIDENCE:23,M4-FUNG-0081,PRODUCT_ACTIVATION_EVIDENCE,23,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0081:PRODUCT_ACTIVATION_EVIDENCE:24,M4-FUNG-0081,PRODUCT_ACTIVATION_EVIDENCE,24,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0081:PRODUCT_ACTIVATION_EVIDENCE:25,M4-FUNG-0081,PRODUCT_ACTIVATION_EVIDENCE,25,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0081:EXPERIMENTS_AND_CLAIMS:31,M4-FUNG-0081,EXPERIMENTS_AND_CLAIMS,31,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0081:EXPERIMENTS_AND_CLAIMS:32,M4-FUNG-0081,EXPERIMENTS_AND_CLAIMS,32,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0082:ORGANISM_AND_SEQUENCE:19,M4-FUNG-0082,ORGANISM_AND_SEQUENCE,19,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0082:ORGANISM_AND_SEQUENCE:20,M4-FUNG-0082,ORGANISM_AND_SEQUENCE,20,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0082:ORGANISM_AND_SEQUENCE:21,M4-FUNG-0082,ORGANISM_AND_SEQUENCE,21,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0082:PRODUCT_ACTIVATION_EVIDENCE:23,M4-FUNG-0082,PRODUCT_ACTIVATION_EVIDENCE,23,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0082:PRODUCT_ACTIVATION_EVIDENCE:24,M4-FUNG-0082,PRODUCT_ACTIVATION_EVIDENCE,24,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0082:PRODUCT_ACTIVATION_EVIDENCE:25,M4-FUNG-0082,PRODUCT_ACTIVATION_EVIDENCE,25,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0082:EXPERIMENTS_AND_CLAIMS:30,M4-FUNG-0082,EXPERIMENTS_AND_CLAIMS,30,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0082:EXPERIMENTS_AND_CLAIMS:31,M4-FUNG-0082,EXPERIMENTS_AND_CLAIMS,31,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0083:ORGANISM_AND_SEQUENCE:20,M4-FUNG-0083,ORGANISM_AND_SEQUENCE,20,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0083:ORGANISM_AND_SEQUENCE:21,M4-FUNG-0083,ORGANISM_AND_SEQUENCE,21,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0083:ORGANISM_AND_SEQUENCE:22,M4-FUNG-0083,ORGANISM_AND_SEQUENCE,22,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0083:PRODUCT_AND_EVIDENCE:24,M4-FUNG-0083,PRODUCT_AND_EVIDENCE,24,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0083:PRODUCT_AND_EVIDENCE:25,M4-FUNG-0083,PRODUCT_AND_EVIDENCE,25,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0083:PRODUCT_AND_EVIDENCE:26,M4-FUNG-0083,PRODUCT_AND_EVIDENCE,26,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0083:EXPERIMENTS_AND_CLAIMS:31,M4-FUNG-0083,EXPERIMENTS_AND_CLAIMS,31,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0083:EXPERIMENTS_AND_CLAIMS:32,M4-FUNG-0083,EXPERIMENTS_AND_CLAIMS,32,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0084:ORGANISM_AND_PRODUCT:20,M4-FUNG-0084,ORGANISM_AND_PRODUCT,20,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0084:ORGANISM_AND_PRODUCT:21,M4-FUNG-0084,ORGANISM_AND_PRODUCT,21,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0084:ORGANISM_AND_PRODUCT:22,M4-FUNG-0084,ORGANISM_AND_PRODUCT,22,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0084:ORGANISM_AND_PRODUCT:23,M4-FUNG-0084,ORGANISM_AND_PRODUCT,23,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0084:MEASUREMENTS_AND_CLAIMS:33,M4-FUNG-0084,MEASUREMENTS_AND_CLAIMS,33,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0084:MEASUREMENTS_AND_CLAIMS:34,M4-FUNG-0084,MEASUREMENTS_AND_CLAIMS,34,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0084:MEASUREMENTS_AND_CLAIMS:35,M4-FUNG-0084,MEASUREMENTS_AND_CLAIMS,35,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0084:MEASUREMENTS_AND_CLAIMS:36,M4-FUNG-0084,MEASUREMENTS_AND_CLAIMS,36,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0085:ORGANISM_AND_PRODUCT:20,M4-FUNG-0085,ORGANISM_AND_PRODUCT,20,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0085:ORGANISM_AND_PRODUCT:21,M4-FUNG-0085,ORGANISM_AND_PRODUCT,21,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0085:ORGANISM_AND_PRODUCT:22,M4-FUNG-0085,ORGANISM_AND_PRODUCT,22,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0085:ORGANISM_AND_PRODUCT:23,M4-FUNG-0085,ORGANISM_AND_PRODUCT,23,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0085:ORGANISM_AND_PRODUCT:24,M4-FUNG-0085,ORGANISM_AND_PRODUCT,24,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0085:ORGANISM_AND_PRODUCT:25,M4-FUNG-0085,ORGANISM_AND_PRODUCT,25,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0085:MEASUREMENTS_AND_PATHWAY_CANDIDATES:27,M4-FUNG-0085,MEASUREMENTS_AND_PATHWAY_CANDIDATES,27,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0085:MEASUREMENTS_AND_PATHWAY_CANDIDATES:28,M4-FUNG-0085,MEASUREMENTS_AND_PATHWAY_CANDIDATES,28,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0085:CLAIMS_AND_CONFLICTS:30,M4-FUNG-0085,CLAIMS_AND_CONFLICTS,30,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0085:CLAIMS_AND_CONFLICTS:31,M4-FUNG-0085,CLAIMS_AND_CONFLICTS,31,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0085:CLAIMS_AND_CONFLICTS:32,M4-FUNG-0085,CLAIMS_AND_CONFLICTS,32,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0086:ORGANISM_PRODUCT_CONTEXT:20,M4-FUNG-0086,ORGANISM_PRODUCT_CONTEXT,20,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0086:ORGANISM_PRODUCT_CONTEXT:21,M4-FUNG-0086,ORGANISM_PRODUCT_CONTEXT,21,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0086:ORGANISM_PRODUCT_CONTEXT:22,M4-FUNG-0086,ORGANISM_PRODUCT_CONTEXT,22,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0086:ORGANISM_PRODUCT_CONTEXT:23,M4-FUNG-0086,ORGANISM_PRODUCT_CONTEXT,23,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0086:ORGANISM_PRODUCT_CONTEXT:24,M4-FUNG-0086,ORGANISM_PRODUCT_CONTEXT,24,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0086:MEASUREMENTS_AND_TEMPORAL_CONTEXT:30,M4-FUNG-0086,MEASUREMENTS_AND_TEMPORAL_CONTEXT,30,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0086:MEASUREMENTS_AND_TEMPORAL_CONTEXT:31,M4-FUNG-0086,MEASUREMENTS_AND_TEMPORAL_CONTEXT,31,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0086:CLAIMS_AND_CONFLICTS:33,M4-FUNG-0086,CLAIMS_AND_CONFLICTS,33,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0086:CLAIMS_AND_CONFLICTS:34,M4-FUNG-0086,CLAIMS_AND_CONFLICTS,34,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0087:GENES_AND_MECHANISM:23,M4-FUNG-0087,GENES_AND_MECHANISM,23,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0087:GENES_AND_MECHANISM:24,M4-FUNG-0087,GENES_AND_MECHANISM,24,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0087:GENES_AND_MECHANISM:25,M4-FUNG-0087,GENES_AND_MECHANISM,25,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0087:GENES_AND_MECHANISM:26,M4-FUNG-0087,GENES_AND_MECHANISM,26,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0087:GENES_AND_MECHANISM:27,M4-FUNG-0087,GENES_AND_MECHANISM,27,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0088:GENES_AND_MECHANISM:22,M4-FUNG-0088,GENES_AND_MECHANISM,22,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0088:GENES_AND_MECHANISM:23,M4-FUNG-0088,GENES_AND_MECHANISM,23,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0088:GENES_AND_MECHANISM:24,M4-FUNG-0088,GENES_AND_MECHANISM,24,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0088:GENES_AND_MECHANISM:25,M4-FUNG-0088,GENES_AND_MECHANISM,25,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0088:GENES_AND_MECHANISM:26,M4-FUNG-0088,GENES_AND_MECHANISM,26,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0089:GENES_AND_MECHANISM:22,M4-FUNG-0089,GENES_AND_MECHANISM,22,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0089:GENES_AND_MECHANISM:23,M4-FUNG-0089,GENES_AND_MECHANISM,23,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0089:GENES_AND_MECHANISM:24,M4-FUNG-0089,GENES_AND_MECHANISM,24,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0089:GENES_AND_MECHANISM:25,M4-FUNG-0089,GENES_AND_MECHANISM,25,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0090:GENES_AND_MECHANISM:22,M4-FUNG-0090,GENES_AND_MECHANISM,22,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0090:GENES_AND_MECHANISM:23,M4-FUNG-0090,GENES_AND_MECHANISM,23,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0090:GENES_AND_MECHANISM:24,M4-FUNG-0090,GENES_AND_MECHANISM,24,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0090:GENES_AND_MECHANISM:25,M4-FUNG-0090,GENES_AND_MECHANISM,25,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0091:CLAIMS_AND_UNCERTAINTY:22,M4-FUNG-0091,CLAIMS_AND_UNCERTAINTY,22,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0091:CLAIMS_AND_UNCERTAINTY:23,M4-FUNG-0091,CLAIMS_AND_UNCERTAINTY,23,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0091:CLAIMS_AND_UNCERTAINTY:24,M4-FUNG-0091,CLAIMS_AND_UNCERTAINTY,24,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0092:PHYSIOLOGY_AND_REGULATION:22,M4-FUNG-0092,PHYSIOLOGY_AND_REGULATION,22,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0092:PHYSIOLOGY_AND_REGULATION:23,M4-FUNG-0092,PHYSIOLOGY_AND_REGULATION,23,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0092:PHYSIOLOGY_AND_REGULATION:24,M4-FUNG-0092,PHYSIOLOGY_AND_REGULATION,24,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0093:GENES_AND_MECHANISM:22,M4-FUNG-0093,GENES_AND_MECHANISM,22,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0093:GENES_AND_MECHANISM:23,M4-FUNG-0093,GENES_AND_MECHANISM,23,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0093:GENES_AND_MECHANISM:24,M4-FUNG-0093,GENES_AND_MECHANISM,24,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0093:GENES_AND_MECHANISM:25,M4-FUNG-0093,GENES_AND_MECHANISM,25,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0094:CLAIMS_AND_CONFLICTS:22,M4-FUNG-0094,CLAIMS_AND_CONFLICTS,22,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0094:CLAIMS_AND_CONFLICTS:23,M4-FUNG-0094,CLAIMS_AND_CONFLICTS,23,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0094:CLAIMS_AND_CONFLICTS:24,M4-FUNG-0094,CLAIMS_AND_CONFLICTS,24,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0095:GENES_AND_MECHANISM:22,M4-FUNG-0095,GENES_AND_MECHANISM,22,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0095:GENES_AND_MECHANISM:23,M4-FUNG-0095,GENES_AND_MECHANISM,23,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0095:GENES_AND_MECHANISM:24,M4-FUNG-0095,GENES_AND_MECHANISM,24,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0095:GENES_AND_MECHANISM:25,M4-FUNG-0095,GENES_AND_MECHANISM,25,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0096:GENES_AND_MECHANISM:22,M4-FUNG-0096,GENES_AND_MECHANISM,22,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0096:GENES_AND_MECHANISM:23,M4-FUNG-0096,GENES_AND_MECHANISM,23,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0096:GENES_AND_MECHANISM:24,M4-FUNG-0096,GENES_AND_MECHANISM,24,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0096:GENES_AND_MECHANISM:25,M4-FUNG-0096,GENES_AND_MECHANISM,25,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0096:GENES_AND_MECHANISM:26,M4-FUNG-0096,GENES_AND_MECHANISM,26,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0097:GENES_AND_MECHANISM:11,M4-FUNG-0097,GENES_AND_MECHANISM,11,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0097:GENES_AND_MECHANISM:12,M4-FUNG-0097,GENES_AND_MECHANISM,12,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0098:GENES_AND_MECHANISM:10,M4-FUNG-0098,GENES_AND_MECHANISM,10,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0098:GENES_AND_MECHANISM:11,M4-FUNG-0098,GENES_AND_MECHANISM,11,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0098:GENES_AND_MECHANISM:12,M4-FUNG-0098,GENES_AND_MECHANISM,12,nonstandard_section_requires_mapping,unreviewed
M4-FUNG-0107:GENES_AND_MECHANISM:21,M4-FUNG-0107,GENES_AND_MECHANISM,21,nonstandard_section_requires_mapping,unreviewed
