dossier_id,section,row_count,first_token,header_present,standard_section
M4-FUNG-0006,ACTIVATION_AND_CONTEXT_MODIFIERS,11,field,True,True
M4-FUNG-0006,EVIDENCE_SUMMARY,13,field,True,True
M4-FUNG-0006,GENES,24,gene_id,True,True
M4-FUNG-0006,METABOLITES,3,metabolite_id,True,True
M4-FUNG-0006,EXPERIMENTS,8,experiment_id,True,True
M4-FUNG-0006,MEASUREMENTS,16,measurement_id,True,True
M4-FUNG-0006,CLAIMS_AND_EVIDENCE,8,claim_id,True,True
M4-FUNG-0006,RELATIONSHIPS,9,relationship_id,True,True
M4-FUNG-0006,CONFLICTS_AND_UNCERTAINTIES,6,issue_id,True,True
M4-FUNG-0006,SOURCES,12,source_id,True,True
M4-FUNG-0007,RECORD_CONTROL,8,field,True,True
M4-FUNG-0007,RECORD_IDENTITY,10,field,True,True
M4-FUNG-0007,ORGANISM_AND_CONTEXT,14,field,True,True
M4-FUNG-0007,SEQUENCE_AND_GENOMIC_ARCHITECTURE,15,field,True,True
M4-FUNG-0007,PRODUCT_AND_BIOLOGICAL_ROLE,12,field,True,True
M4-FUNG-0007,ACTIVATION_AND_CONTEXT_MODIFIERS,11,field,True,True
M4-FUNG-0007,EVIDENCE_SUMMARY,13,field,True,True
M4-FUNG-0007,GENES,26,gene_id,True,True
M4-FUNG-0007,METABOLITES,5,metabolite_id,True,True
M4-FUNG-0007,EXPERIMENTS,8,experiment_id,True,True
M4-FUNG-0007,MEASUREMENTS,15,measurement_id,True,True
M4-FUNG-0007,CLAIMS_AND_EVIDENCE,8,claim_id,True,True
M4-FUNG-0007,RELATIONSHIPS,9,relationship_id,True,True
M4-FUNG-0007,CONFLICTS_AND_UNCERTAINTIES,6,issue_id,True,True
M4-FUNG-0007,SOURCES,14,source_id,True,True
M4-FUNG-0008,RECORD_CONTROL,8,field,True,True
M4-FUNG-0008,RECORD_IDENTITY,10,field,True,True
M4-FUNG-0008,ORGANISM_AND_CONTEXT,14,field,True,True
M4-FUNG-0008,SEQUENCE_AND_GENOMIC_ARCHITECTURE,15,field,True,True
M4-FUNG-0008,PRODUCT_AND_BIOLOGICAL_ROLE,12,field,True,True
M4-FUNG-0008,ACTIVATION_AND_CONTEXT_MODIFIERS,11,field,True,True
M4-FUNG-0008,EVIDENCE_SUMMARY,13,field,True,True
M4-FUNG-0008,GENES,24,gene_id,True,True
M4-FUNG-0008,METABOLITES,2,metabolite_id,True,True
M4-FUNG-0008,EXPERIMENTS,6,experiment_id,True,True
M4-FUNG-0008,MEASUREMENTS,10,measurement_id,True,True
M4-FUNG-0008,CLAIMS_AND_EVIDENCE,7,claim_id,True,True
M4-FUNG-0008,RELATIONSHIPS,8,relationship_id,True,True
M4-FUNG-0008,CONFLICTS_AND_UNCERTAINTIES,6,issue_id,True,True
M4-FUNG-0008,SOURCES,10,source_id,True,True
M4-FUNG-0009,RECORD_CONTROL,8,field,True,True
M4-FUNG-0009,RECORD_IDENTITY,10,field,True,True
M4-FUNG-0009,ORGANISM_AND_CONTEXT,14,field,True,True
M4-FUNG-0009,SEQUENCE_AND_GENOMIC_ARCHITECTURE,15,field,True,True
M4-FUNG-0009,PRODUCT_AND_BIOLOGICAL_ROLE,12,field,True,True
M4-FUNG-0009,ACTIVATION_AND_CONTEXT_MODIFIERS,11,field,True,True
M4-FUNG-0009,EVIDENCE_SUMMARY,13,field,True,True
M4-FUNG-0009,GENES,28,gene_id,True,True
M4-FUNG-0009,METABOLITES,4,metabolite_id,True,True
M4-FUNG-0009,EXPERIMENTS,7,experiment_id,True,True
M4-FUNG-0009,MEASUREMENTS,7,measurement_id,True,True
M4-FUNG-0009,CLAIMS_AND_EVIDENCE,7,claim_id,True,True
M4-FUNG-0009,RELATIONSHIPS,8,relationship_id,True,True
M4-FUNG-0009,CONFLICTS_AND_UNCERTAINTIES,6,issue_id,True,True
M4-FUNG-0009,SOURCES,11,source_id,True,True
M4-FUNG-0010,RECORD_CONTROL,8,field,True,True
M4-FUNG-0010,RECORD_IDENTITY,10,field,True,True
M4-FUNG-0010,ORGANISM_AND_CONTEXT,14,field,True,True
M4-FUNG-0010,SEQUENCE_AND_GENOMIC_ARCHITECTURE,15,field,True,True
M4-FUNG-0010,PRODUCT_AND_BIOLOGICAL_ROLE,12,field,True,True
M4-FUNG-0010,ACTIVATION_AND_CONTEXT_MODIFIERS,11,field,True,True
M4-FUNG-0010,EVIDENCE_SUMMARY,13,field,True,True
M4-FUNG-0010,GENES,6,gene_id,True,True
M4-FUNG-0010,METABOLITES,3,metabolite_id,True,True
M4-FUNG-0010,EXPERIMENTS,7,experiment_id,True,True
M4-FUNG-0010,MEASUREMENTS,13,measurement_id,True,True
M4-FUNG-0010,CLAIMS_AND_EVIDENCE,8,claim_id,True,True
M4-FUNG-0010,RELATIONSHIPS,9,relationship_id,True,True
M4-FUNG-0010,CONFLICTS_AND_UNCERTAINTIES,6,issue_id,True,True
M4-FUNG-0010,SOURCES,11,source_id,True,True
M4-FUNG-0011,RECORD_CONTROL,8,field,True,True
M4-FUNG-0011,RECORD_IDENTITY,10,field,True,True
M4-FUNG-0011,ORGANISM_AND_CONTEXT,14,field,True,True
M4-FUNG-0011,SEQUENCE_AND_GENOMIC_ARCHITECTURE,15,field,True,True
M4-FUNG-0011,PRODUCT_AND_BIOLOGICAL_ROLE,12,field,True,True
M4-FUNG-0011,ACTIVATION_AND_CONTEXT_MODIFIERS,11,field,True,True
M4-FUNG-0011,EVIDENCE_SUMMARY,13,field,True,True
M4-FUNG-0011,GENES,3,gene_id,True,True
M4-FUNG-0011,METABOLITES,5,metabolite_id,True,True
M4-FUNG-0011,EXPERIMENTS,7,experiment_id,True,True
M4-FUNG-0011,MEASUREMENTS,11,measurement_id,True,True
M4-FUNG-0011,CLAIMS_AND_EVIDENCE,8,claim_id,True,True
M4-FUNG-0011,RELATIONSHIPS,9,relationship_id,True,True
M4-FUNG-0011,CONFLICTS_AND_UNCERTAINTIES,7,issue_id,True,True
M4-FUNG-0011,SOURCES,8,source_id,True,True
M4-FUNG-0012,RECORD_CONTROL,8,field,True,True
M4-FUNG-0012,RECORD_IDENTITY,10,field,True,True
M4-FUNG-0012,ORGANISM_AND_CONTEXT,14,field,True,True
M4-FUNG-0012,SEQUENCE_AND_GENOMIC_ARCHITECTURE,15,field,True,True
M4-FUNG-0012,PRODUCT_AND_BIOLOGICAL_ROLE,12,field,True,True
M4-FUNG-0012,ACTIVATION_AND_CONTEXT_MODIFIERS,11,field,True,True
M4-FUNG-0012,EVIDENCE_SUMMARY,13,field,True,True
M4-FUNG-0012,GENES,12,gene_id,True,True
M4-FUNG-0012,METABOLITES,3,metabolite_id,True,True
M4-FUNG-0012,EXPERIMENTS,8,experiment_id,True,True
M4-FUNG-0012,MEASUREMENTS,15,measurement_id,True,True
M4-FUNG-0012,CLAIMS_AND_EVIDENCE,9,claim_id,True,True
M4-FUNG-0012,RELATIONSHIPS,10,relationship_id,True,True
M4-FUNG-0012,CONFLICTS_AND_UNCERTAINTIES,7,issue_id,True,True
M4-FUNG-0012,SOURCES,8,source_id,True,True
M4-FUNG-0013,RECORD_CONTROL,8,field,True,True
M4-FUNG-0013,RECORD_IDENTITY,10,field,True,True
M4-FUNG-0013,ORGANISM_AND_CONTEXT,14,field,True,True
M4-FUNG-0013,SEQUENCE_AND_GENOMIC_ARCHITECTURE,15,field,True,True
M4-FUNG-0013,PRODUCT_AND_BIOLOGICAL_ROLE,12,field,True,True
M4-FUNG-0013,ACTIVATION_AND_CONTEXT_MODIFIERS,11,field,True,True
M4-FUNG-0013,EVIDENCE_SUMMARY,13,field,True,True
M4-FUNG-0013,GENES,25,gene_id,True,True
M4-FUNG-0013,METABOLITES,6,metabolite_id,True,True
M4-FUNG-0013,EXPERIMENTS,7,experiment_id,True,True
M4-FUNG-0013,MEASUREMENTS,11,measurement_id,True,True
M4-FUNG-0013,CLAIMS_AND_EVIDENCE,8,claim_id,True,True
M4-FUNG-0013,RELATIONSHIPS,9,relationship_id,True,True
M4-FUNG-0013,CONFLICTS_AND_UNCERTAINTIES,6,issue_id,True,True
M4-FUNG-0013,SOURCES,7,source_id,True,True
M4-FUNG-0014,RECORD_CONTROL,8,field,True,True
M4-FUNG-0014,RECORD_IDENTITY,10,field,True,True
M4-FUNG-0014,ORGANISM_AND_CONTEXT,14,field,True,True
M4-FUNG-0014,SEQUENCE_AND_GENOMIC_ARCHITECTURE,15,field,True,True
M4-FUNG-0014,PRODUCT_AND_BIOLOGICAL_ROLE,12,field,True,True
M4-FUNG-0014,ACTIVATION_AND_CONTEXT_MODIFIERS,11,field,True,True
M4-FUNG-0014,EVIDENCE_SUMMARY,13,field,True,True
M4-FUNG-0014,GENES,8,gene_id,True,True
M4-FUNG-0014,METABOLITES,5,metabolite_id,True,True
M4-FUNG-0014,EXPERIMENTS,10,experiment_id,True,True
M4-FUNG-0014,MEASUREMENTS,14,measurement_id,True,True
M4-FUNG-0014,CLAIMS_AND_EVIDENCE,10,claim_id,True,True
M4-FUNG-0014,RELATIONSHIPS,13,relationship_id,True,True
M4-FUNG-0014,CONFLICTS_AND_UNCERTAINTIES,7,issue_id,True,True
M4-FUNG-0014,SOURCES,9,source_id,True,True
M4-FUNG-0015,RECORD_CONTROL,8,field,True,True
M4-FUNG-0015,RECORD_IDENTITY,10,field,True,True
M4-FUNG-0015,ORGANISM_AND_CONTEXT,14,field,True,True
M4-FUNG-0015,SEQUENCE_AND_GENOMIC_ARCHITECTURE,15,field,True,True
M4-FUNG-0015,PRODUCT_AND_BIOLOGICAL_ROLE,12,field,True,True
M4-FUNG-0015,ACTIVATION_AND_CONTEXT_MODIFIERS,11,field,True,True
M4-FUNG-0015,EVIDENCE_SUMMARY,13,field,True,True
M4-FUNG-0015,GENES,9,gene_id,True,True
M4-FUNG-0015,METABOLITES,9,metabolite_id,True,True
M4-FUNG-0015,EXPERIMENTS,8,experiment_id,True,True
M4-FUNG-0015,MEASUREMENTS,14,measurement_id,True,True
M4-FUNG-0015,CLAIMS_AND_EVIDENCE,10,claim_id,True,True
M4-FUNG-0015,RELATIONSHIPS,11,relationship_id,True,True
M4-FUNG-0015,CONFLICTS_AND_UNCERTAINTIES,7,issue_id,True,True
M4-FUNG-0015,SOURCES,11,source_id,True,True
M4-FUNG-0016,RECORD_CONTROL,8,field,True,True
M4-FUNG-0016,RECORD_IDENTITY,10,field,True,True
M4-FUNG-0016,ORGANISM_AND_CONTEXT,14,field,True,True
M4-FUNG-0016,SEQUENCE_AND_GENOMIC_ARCHITECTURE,15,field,True,True
M4-FUNG-0016,PRODUCT_AND_BIOLOGICAL_ROLE,12,field,True,True
M4-FUNG-0016,ACTIVATION_AND_CONTEXT_MODIFIERS,11,field,True,True
M4-FUNG-0016,EVIDENCE_SUMMARY,13,field,True,True
M4-FUNG-0016,GENES,10,gene_id,True,True
M4-FUNG-0016,METABOLITES,3,metabolite_id,True,True
M4-FUNG-0016,EXPERIMENTS,5,experiment_id,True,True
M4-FUNG-0016,MEASUREMENTS,6,measurement_id,True,True
M4-FUNG-0016,CLAIMS_AND_EVIDENCE,5,claim_id,True,True
M4-FUNG-0016,RELATIONSHIPS,8,relationship_id,True,True
M4-FUNG-0016,CONFLICTS_AND_UNCERTAINTIES,4,issue_id,True,True
M4-FUNG-0016,SOURCES,8,source_id,True,True
M4-FUNG-0017,RECORD_CONTROL,8,field,True,True
M4-FUNG-0017,RECORD_IDENTITY,10,field,True,True
M4-FUNG-0017,ORGANISM_AND_CONTEXT,14,field,True,True
M4-FUNG-0017,SEQUENCE_AND_GENOMIC_ARCHITECTURE,15,field,True,True
M4-FUNG-0017,PRODUCT_AND_BIOLOGICAL_ROLE,12,field,True,True
M4-FUNG-0017,ACTIVATION_AND_CONTEXT_MODIFIERS,11,field,True,True
M4-FUNG-0017,EVIDENCE_SUMMARY,13,field,True,True
M4-FUNG-0017,GENES,9,gene_id,True,True
M4-FUNG-0017,METABOLITES,4,metabolite_id,True,True
M4-FUNG-0017,EXPERIMENTS,7,experiment_id,True,True
M4-FUNG-0017,MEASUREMENTS,15,measurement_id,True,True
M4-FUNG-0017,CLAIMS_AND_EVIDENCE,9,claim_id,True,True
M4-FUNG-0017,RELATIONSHIPS,9,relationship_id,True,True
M4-FUNG-0017,CONFLICTS_AND_UNCERTAINTIES,7,issue_id,True,True
M4-FUNG-0017,SOURCES,6,source_id,True,True
M4-FUNG-0018,RECORD_CONTROL,8,field,True,True
M4-FUNG-0018,RECORD_IDENTITY,10,field,True,True
M4-FUNG-0018,ORGANISM_AND_CONTEXT,14,field,True,True
M4-FUNG-0018,SEQUENCE_AND_GENOMIC_ARCHITECTURE,15,field,True,True
M4-FUNG-0018,PRODUCT_AND_BIOLOGICAL_ROLE,12,field,True,True
M4-FUNG-0018,ACTIVATION_AND_CONTEXT_MODIFIERS,11,field,True,True
M4-FUNG-0018,EVIDENCE_SUMMARY,13,field,True,True
M4-FUNG-0018,GENES,7,gene_id,True,True
M4-FUNG-0018,METABOLITES,4,metabolite_id,True,True
M4-FUNG-0018,EXPERIMENTS,10,experiment_id,True,True
M4-FUNG-0018,MEASUREMENTS,12,measurement_id,True,True
M4-FUNG-0018,CLAIMS_AND_EVIDENCE,10,claim_id,True,True
M4-FUNG-0018,RELATIONSHIPS,12,relationship_id,True,True
M4-FUNG-0018,CONFLICTS_AND_UNCERTAINTIES,8,issue_id,True,True
M4-FUNG-0018,SOURCES,9,source_id,True,True
M4-FUNG-0019,RECORD_CONTROL,8,field,True,True
M4-FUNG-0019,RECORD_IDENTITY,10,field,True,True
M4-FUNG-0019,ORGANISM_AND_CONTEXT,14,field,True,True
M4-FUNG-0019,SEQUENCE_AND_GENOMIC_ARCHITECTURE,15,field,True,True
M4-FUNG-0019,PRODUCT_AND_BIOLOGICAL_ROLE,12,field,True,True
M4-FUNG-0019,ACTIVATION_AND_CONTEXT_MODIFIERS,11,field,True,True
M4-FUNG-0019,EVIDENCE_SUMMARY,13,field,True,True
M4-FUNG-0019,GENES,36,gene_id,True,True
M4-FUNG-0019,METABOLITES,4,metabolite_id,True,True
M4-FUNG-0019,EXPERIMENTS,11,experiment_id,True,True
M4-FUNG-0019,MEASUREMENTS,14,measurement_id,True,True
M4-FUNG-0019,CLAIMS_AND_EVIDENCE,11,claim_id,True,True
M4-FUNG-0019,RELATIONSHIPS,13,relationship_id,True,True
M4-FUNG-0019,CONFLICTS_AND_UNCERTAINTIES,9,issue_id,True,True
M4-FUNG-0019,SOURCES,15,source_id,True,True
M4-FUNG-0020,RECORD_CONTROL,8,field,True,True
M4-FUNG-0020,RECORD_IDENTITY,10,field,True,True
M4-FUNG-0020,ORGANISM_AND_CONTEXT,14,field,True,True
M4-FUNG-0020,SEQUENCE_AND_GENOMIC_ARCHITECTURE,15,field,True,True
M4-FUNG-0020,PRODUCT_AND_BIOLOGICAL_ROLE,12,field,True,True
M4-FUNG-0020,ACTIVATION_AND_CONTEXT_MODIFIERS,11,field,True,True
M4-FUNG-0020,EVIDENCE_SUMMARY,13,field,True,True
M4-FUNG-0020,GENES,16,gene_id,True,True
M4-FUNG-0020,METABOLITES,8,metabolite_id,True,True
M4-FUNG-0020,EXPERIMENTS,11,experiment_id,True,True
M4-FUNG-0020,MEASUREMENTS,14,measurement_id,True,True
M4-FUNG-0020,CLAIMS_AND_EVIDENCE,10,claim_id,True,True
M4-FUNG-0020,RELATIONSHIPS,13,relationship_id,True,True
M4-FUNG-0020,CONFLICTS_AND_UNCERTAINTIES,8,issue_id,True,True
M4-FUNG-0020,SOURCES,10,source_id,True,True
M4-FUNG-0021,RECORD_CONTROL,8,field,True,True
M4-FUNG-0021,RECORD_IDENTITY,10,field,True,True
M4-FUNG-0021,ORGANISM_AND_CONTEXT,14,field,True,True
M4-FUNG-0021,SEQUENCE_AND_GENOMIC_ARCHITECTURE,15,field,True,True
M4-FUNG-0021,PRODUCT_AND_BIOLOGICAL_ROLE,12,field,True,True
M4-FUNG-0021,ACTIVATION_AND_CONTEXT_MODIFIERS,11,field,True,True
M4-FUNG-0021,EVIDENCE_SUMMARY,13,field,True,True
M4-FUNG-0021,GENES,17,gene_id,True,True
M4-FUNG-0021,METABOLITES,8,metabolite_id,True,True
M4-FUNG-0021,EXPERIMENTS,11,experiment_id,True,True
M4-FUNG-0021,MEASUREMENTS,15,measurement_id,True,True
M4-FUNG-0021,CLAIMS_AND_EVIDENCE,12,claim_id,True,True
M4-FUNG-0021,RELATIONSHIPS,14,relationship_id,True,True
M4-FUNG-0021,CONFLICTS_AND_UNCERTAINTIES,9,issue_id,True,True
M4-FUNG-0021,SOURCES,23,source_id,True,True
M4-FUNG-0022,RECORD_CONTROL,8,field,True,True
M4-FUNG-0022,RECORD_IDENTITY,10,field,True,True
M4-FUNG-0022,ORGANISM_AND_CONTEXT,14,field,True,True
M4-FUNG-0022,SEQUENCE_AND_GENOMIC_ARCHITECTURE,15,field,True,True
M4-FUNG-0022,PRODUCT_AND_BIOLOGICAL_ROLE,12,field,True,True
M4-FUNG-0022,ACTIVATION_AND_CONTEXT_MODIFIERS,11,field,True,True
M4-FUNG-0022,EVIDENCE_SUMMARY,13,field,True,True
M4-FUNG-0022,GENES,18,gene_id,True,True
M4-FUNG-0022,METABOLITES,6,metabolite_id,True,True
M4-FUNG-0022,EXPERIMENTS,7,experiment_id,True,True
M4-FUNG-0022,MEASUREMENTS,13,measurement_id,True,True
M4-FUNG-0022,CLAIMS_AND_EVIDENCE,8,claim_id,True,True
M4-FUNG-0022,RELATIONSHIPS,9,relationship_id,True,True
M4-FUNG-0022,CONFLICTS_AND_UNCERTAINTIES,7,issue_id,True,True
M4-FUNG-0022,SOURCES,9,source_id,True,True
M4-FUNG-0023,RECORD_CONTROL,8,field,True,True
M4-FUNG-0023,RECORD_IDENTITY,10,field,True,True
M4-FUNG-0023,ORGANISM_AND_CONTEXT,14,field,True,True
M4-FUNG-0023,SEQUENCE_AND_GENOMIC_ARCHITECTURE,15,field,True,True
M4-FUNG-0023,PRODUCT_AND_BIOLOGICAL_ROLE,12,field,True,True
M4-FUNG-0023,ACTIVATION_AND_CONTEXT_MODIFIERS,11,field,True,True
M4-FUNG-0023,EVIDENCE_SUMMARY,13,field,True,True
M4-FUNG-0023,GENES,12,gene_id,True,True
M4-FUNG-0023,METABOLITES,9,metabolite_id,True,True
M4-FUNG-0023,EXPERIMENTS,10,experiment_id,True,True
M4-FUNG-0023,MEASUREMENTS,13,measurement_id,True,True
M4-FUNG-0023,CLAIMS_AND_EVIDENCE,11,claim_id,True,True
M4-FUNG-0023,RELATIONSHIPS,11,relationship_id,True,True
M4-FUNG-0023,CONFLICTS_AND_UNCERTAINTIES,8,issue_id,True,True
M4-FUNG-0023,SOURCES,16,source_id,True,True
M4-FUNG-0024,RECORD_CONTROL,8,field,True,True
M4-FUNG-0024,RECORD_IDENTITY,10,field,True,True
M4-FUNG-0024,ORGANISM_AND_CONTEXT,14,field,True,True
M4-FUNG-0024,SEQUENCE_AND_GENOMIC_ARCHITECTURE,15,field,True,True
M4-FUNG-0024,PRODUCT_AND_BIOLOGICAL_ROLE,12,field,True,True
M4-FUNG-0024,ACTIVATION_AND_CONTEXT_MODIFIERS,11,field,True,True
M4-FUNG-0024,EVIDENCE_SUMMARY,13,field,True,True
M4-FUNG-0024,GENES,22,gene_id,True,True
M4-FUNG-0024,METABOLITES,8,metabolite_id,True,True
M4-FUNG-0024,EXPERIMENTS,10,experiment_id,True,True
M4-FUNG-0024,MEASUREMENTS,11,measurement_id,True,True
M4-FUNG-0024,CLAIMS_AND_EVIDENCE,9,claim_id,True,True
M4-FUNG-0024,RELATIONSHIPS,11,relationship_id,True,True
M4-FUNG-0024,CONFLICTS_AND_UNCERTAINTIES,7,issue_id,True,True
M4-FUNG-0024,SOURCES,9,source_id,True,True
M4-FUNG-0025,RECORD_CONTROL,8,field,True,True
M4-FUNG-0025,RECORD_IDENTITY,10,field,True,True
M4-FUNG-0025,ORGANISM_AND_CONTEXT,14,field,True,True
M4-FUNG-0025,SEQUENCE_AND_GENOMIC_ARCHITECTURE,15,field,True,True
M4-FUNG-0025,PRODUCT_AND_BIOLOGICAL_ROLE,12,field,True,True
M4-FUNG-0025,ACTIVATION_AND_CONTEXT_MODIFIERS,11,field,True,True
M4-FUNG-0025,EVIDENCE_SUMMARY,13,field,True,True
M4-FUNG-0025,GENES,10,gene_id,True,True
M4-FUNG-0025,METABOLITES,7,metabolite_id,True,True
M4-FUNG-0025,EXPERIMENTS,9,experiment_id,True,True
M4-FUNG-0025,MEASUREMENTS,18,measurement_id,True,True
M4-FUNG-0025,CLAIMS_AND_EVIDENCE,10,claim_id,True,True
M4-FUNG-0025,RELATIONSHIPS,11,relationship_id,True,True
M4-FUNG-0025,CONFLICTS_AND_UNCERTAINTIES,8,issue_id,True,True
M4-FUNG-0025,SOURCES,9,source_id,True,True
M4-FUNG-0026,RECORD_CONTROL,8,field,True,True
M4-FUNG-0026,RECORD_IDENTITY,10,field,True,True
M4-FUNG-0026,ORGANISM_AND_CONTEXT,14,field,True,True
M4-FUNG-0026,SEQUENCE_AND_GENOMIC_ARCHITECTURE,15,field,True,True
M4-FUNG-0026,PRODUCT_AND_BIOLOGICAL_ROLE,12,field,True,True
M4-FUNG-0026,ACTIVATION_AND_CONTEXT_MODIFIERS,11,field,True,True
M4-FUNG-0026,EVIDENCE_SUMMARY,13,field,True,True
M4-FUNG-0026,GENES,11,gene_id,True,True
M4-FUNG-0026,METABOLITES,7,metabolite_id,True,True
M4-FUNG-0026,EXPERIMENTS,9,experiment_id,True,True
M4-FUNG-0026,MEASUREMENTS,18,measurement_id,True,True
M4-FUNG-0026,CLAIMS_AND_EVIDENCE,10,claim_id,True,True
M4-FUNG-0026,RELATIONSHIPS,11,relationship_id,True,True
M4-FUNG-0026,CONFLICTS_AND_UNCERTAINTIES,8,issue_id,True,True
M4-FUNG-0026,SOURCES,9,source_id,True,True
M4-FUNG-0027,RECORD_CONTROL,8,field,True,True
