measurement_key,dossier_id,measurement_id,subject_type,subject_id,analyte_raw,value_raw,value_numeric,unit_raw,denominator_raw,timepoint_raw,statistic_raw,n_raw,detection_limit_raw,direction_vs_control_raw,source_ids,note,source_row
M4-FUNG-0004:Q010,M4-FUNG-0004,Q010,EXPERIMENT,M4-FUNG-0004:E003,AFB1 with refined cottonseed oil as sole carbon source,704,704.0,ng/mL,defined medium,5 days,reported,,,,S006,,159
M4-FUNG-0004:Q011,M4-FUNG-0004,Q011,EXPERIMENT,M4-FUNG-0004:E003,AFB1 in raffinose carbon-source reference,7490,7490.0,ng/mL,defined medium,5 days,reported,,,,S006,,160
M4-FUNG-0004:Q012,M4-FUNG-0004,Q012,EXPERIMENT,M4-FUNG-0004:E003,AFB1 time-course peak,day 5,,day,7-day reserve-component fermentation,day 5,reported,,,increase then decline,S006,AFB1 increased from day 1 and declined after the day-5 peak.,161
M4-FUNG-0004:Q013,M4-FUNG-0004,Q013,EXPERIMENT,M4-FUNG-0004:E004,AF13 vs NRRL3357 aflatoxin contamination,0.0447,0.0447,P value,Tifrunner kernel assay,endpoint,between-isolate comparison,,,AF13 higher,S005,Absolute aflatoxin amount not extracted in this pass.,162
M4-FUNG-0004:Q014,M4-FUNG-0004,Q014,EXPERIMENT,M4-FUNG-0004:E007,aflatoxin B in AF13-only cotton bolls,>50,,µg/g,cotton locule/seed tissue,maturity,reported threshold,,,high,S008,Reported in all experiments for AF13-alone inoculations.,163
M4-FUNG-0004:Q015,M4-FUNG-0004,Q015,EXPERIMENT,M4-FUNG-0004:E008,cypA disruption transformants lacking G1,6,6.0,transformants,selected A. parasiticus disruption transformants,3 days,count,,,,S004,B1 and minor B2 retained.,164
M4-FUNG-0005:Q001,M4-FUNG-0005,Q001,EXPERIMENT,M4-FUNG-0005:E001,AFB1,6,6.0,µg,70-mL fermentation,5 d,mean,3,,urea higher,S002,"45 mM N, ammonium.",152
M4-FUNG-0005:Q002,M4-FUNG-0005,Q002,EXPERIMENT,M4-FUNG-0005:E001,AFB1,940,940.0,µg,70-mL fermentation,5 d,mean,3,,urea higher,S002,"45 mM N, urea.",153
M4-FUNG-0005:Q003,M4-FUNG-0005,Q003,EXPERIMENT,M4-FUNG-0005:E001,AFG1,0,0.0,µg,70-mL fermentation,5 d,mean,3,,urea higher,S002,"45 mM N, ammonium.",154
M4-FUNG-0005:Q004,M4-FUNG-0005,Q004,EXPERIMENT,M4-FUNG-0005:E001,AFG1,270,270.0,µg,70-mL fermentation,5 d,mean,3,,urea higher,S002,"45 mM N, urea.",155
M4-FUNG-0005:Q005,M4-FUNG-0005,Q005,EXPERIMENT,M4-FUNG-0005:E001,AFB1,16,16.0,µg,70-mL fermentation,5 d,mean,3,,urea higher,S002,"100 mM N, ammonium.",156
M4-FUNG-0005:Q006,M4-FUNG-0005,Q006,EXPERIMENT,M4-FUNG-0005:E001,AFB1,1400,1400.0,µg,70-mL fermentation,5 d,mean,3,,urea higher,S002,"100 mM N, urea.",157
M4-FUNG-0005:Q007,M4-FUNG-0005,Q007,EXPERIMENT,M4-FUNG-0005:E001,AFG1,0.04,0.04,µg,70-mL fermentation,5 d,mean,3,,urea higher,S002,"100 mM N, ammonium.",158
M4-FUNG-0005:Q008,M4-FUNG-0005,Q008,EXPERIMENT,M4-FUNG-0005:E001,AFG1,1900,1900.0,µg,70-mL fermentation,5 d,mean,3,,urea higher,S002,"100 mM N, urea.",159
M4-FUNG-0005:Q009,M4-FUNG-0005,Q009,EXPERIMENT,M4-FUNG-0005:E004,AFB1,15,15.0,µg/g dry mycelium,BN008R,4 d,reported,,,lower,S005,Initial pH 2.5; final pH 2.7.,160
M4-FUNG-0005:Q010,M4-FUNG-0005,Q010,EXPERIMENT,M4-FUNG-0005:E004,AFG1,1,1.0,µg/g dry mycelium,BN008R,4 d,reported,,,lower,S005,Initial pH 2.5; final pH 2.7.,161
M4-FUNG-0005:Q011,M4-FUNG-0005,Q011,EXPERIMENT,M4-FUNG-0005:E004,AFB1,793,793.0,µg/g dry mycelium,BN008R,4 d,reported,,,higher,S005,Initial pH 5.5; final pH 5.4.,162
M4-FUNG-0005:Q012,M4-FUNG-0005,Q012,EXPERIMENT,M4-FUNG-0005:E004,AFG1,1820,1820.0,µg/g dry mycelium,BN008R,4 d,reported,,,higher,S005,Initial pH 5.5; final pH 5.4.,163
M4-FUNG-0005:Q013,M4-FUNG-0005,Q013,EXPERIMENT,M4-FUNG-0005:E004,relative aflR expression,3,3.0,fold,pH2.5 baseline = 1,3 d,relative qRT-PCR,,,,S005,Initial pH 5.5.,164
M4-FUNG-0005:Q014,M4-FUNG-0005,Q014,EXPERIMENT,M4-FUNG-0005:E004,relative pksA expression,5.5,5.5,fold,pH2.5 baseline = 1,3 d,relative qRT-PCR,,,,S005,Initial pH 5.5.,165
M4-FUNG-0005:Q015,M4-FUNG-0005,Q015,EXPERIMENT,M4-FUNG-0005:E004,relative ordA expression,10.2,10.2,fold,pH2.5 baseline = 1,3 d,relative qRT-PCR,,,,S005,Initial pH 5.5.,166
M4-FUNG-0005:Q016,M4-FUNG-0005,Q016,EXPERIMENT,M4-FUNG-0005:E004,aflR–aflatoxin correlation,0.25,0.25,r²,BN008R pH series,pH series,reported,,,weak,S005,P=0.5; product response not tightly correlated with aflR mRNA.,167
M4-FUNG-0006:Q001,M4-FUNG-0006,Q001,EXPERIMENT,M4-FUNG-0006:E001,AFB1 relative production,4,4.0,fold,AF70 vs NRRL3357,endpoint,reported relative value,,,AF70 higher,S005,,150
M4-FUNG-0006:Q002,M4-FUNG-0006,Q002,EXPERIMENT,M4-FUNG-0006:E001,AFB2 relative production,3.5,3.5,fold,AF70 vs NRRL3357,endpoint,reported relative value,,,AF70 higher,S005,,151
M4-FUNG-0006:Q003,M4-FUNG-0006,Q003,EXPERIMENT,M4-FUNG-0006:E002,AFB1,455.79,455.79,ppm,AF70 on ground corn,10 d,ELISA,,13.05 ppb matrix LOD,higher,S006,,152
M4-FUNG-0006:Q004,M4-FUNG-0006,Q004,EXPERIMENT,M4-FUNG-0006:E002,AFB1,43.67,43.67,ppm,AF70 in PDB,10 d,ELISA,,1.72 ppb matrix LOD,lower,S006,,153
M4-FUNG-0006:Q005,M4-FUNG-0006,Q005,EXPERIMENT,M4-FUNG-0006:E002,aflatoxin-cluster genes among corn-upregulated sequences,17,17.0,genes/sequences,44 AF70-upregulated sequences,10 d,count,,,,S006,Upregulated relative to comparison used in the study.,154
M4-FUNG-0006:Q006,M4-FUNG-0006,Q006,EXPERIMENT,M4-FUNG-0006:E002,AF70-specific EDNA e-probes,231,231.0,e-probes,upregulated AF70 targets,10 d,count,,,,S006,,155
M4-FUNG-0006:Q007,M4-FUNG-0006,Q007,EXPERIMENT,M4-FUNG-0006:E002,AF70-corn e-probe HQMs,231,231.0,HQMs,AF70 corn transcriptome,10 d,count,,,,S006,AF70-PDB had 39 HQMs.,156
M4-FUNG-0006:Q008,M4-FUNG-0006,Q008,EXPERIMENT,M4-FUNG-0006:E002,AF70-PDB e-probe HQMs,39,39.0,HQMs,AF70 PDB transcriptome,10 d,count,,,,S006,,157
M4-FUNG-0006:Q009,M4-FUNG-0006,Q009,EXPERIMENT,M4-FUNG-0006:E003,AFB1,380,380.0,µg/g dry mycelium,AF70,4 d,reported,,,baseline-ish,S007,Initial pH 2.5; final pH ~2.7.,158
M4-FUNG-0006:Q010,M4-FUNG-0006,Q010,EXPERIMENT,M4-FUNG-0006:E003,AFB1,370,370.0,µg/g dry mycelium,AF70,4 d,reported,,,,S007,Initial pH 3.5; final pH ~3.4.,159
M4-FUNG-0006:Q011,M4-FUNG-0006,Q011,EXPERIMENT,M4-FUNG-0006:E003,AFB1,300,300.0,µg/g dry mycelium,AF70,4 d,reported,,,,S007,Initial pH 4.5; final pH ~4.3.,160
M4-FUNG-0006:Q012,M4-FUNG-0006,Q012,EXPERIMENT,M4-FUNG-0006:E003,AFB1,1050,1050.0,µg/g dry mycelium,AF70,4 d,reported,,,higher,S007,Initial pH 5.5; final pH ~5.2.,161
M4-FUNG-0006:Q013,M4-FUNG-0006,Q013,EXPERIMENT,M4-FUNG-0006:E003,AFG1,0,0.0,µg/g dry mycelium,AF70,all tested pH,reported,,,absent,S007,Consistent with B-only cluster architecture.,162
M4-FUNG-0006:Q014,M4-FUNG-0006,Q014,EXPERIMENT,M4-FUNG-0006:E007,cluster transition/transversion differences,1192,1192.0,variants,AF70 vs NRRL3357 cluster alignment,sequence,count,,,,S005,1.78% of aligned cluster sequence.,163
M4-FUNG-0006:Q015,M4-FUNG-0006,Q015,EXPERIMENT,M4-FUNG-0006:E007,AF70 deleted bases in cluster alignment,742,742.0,bp,AF70 vs NRRL3357,sequence,count,,,,S005,1.11% of alignment.,164
M4-FUNG-0007:Q001,M4-FUNG-0007,Q001,EXPERIMENT,M4-FUNG-0007:E002,MIBiG flanked region length,75352,75352.0,bp,AY510454.1,sequence,exact,1,,,S001,,152
M4-FUNG-0007:Q002,M4-FUNG-0007,Q002,EXPERIMENT,M4-FUNG-0007:E002,core first-to-last CDS span,68362,68362.0,bp,norB start to hypA end,sequence,derived from coordinates,1,,,S001; S012,"6,862–75,223 inclusive; equals FunBGCs reported length.",153
M4-FUNG-0007:Q003,M4-FUNG-0007,Q003,EXPERIMENT,M4-FUNG-0007:E005,draft genome size,36,36.0,Mb,NRRL 13137 genome,genome,approximate,1,,,S005,,154
M4-FUNG-0007:Q004,M4-FUNG-0007,Q004,EXPERIMENT,M4-FUNG-0007:E005,predicted protein-coding genes,11918,11918.0,genes,NRRL 13137 genome,genome,reported,1,,,S005,,155
M4-FUNG-0007:Q005,M4-FUNG-0007,Q005,EXPERIMENT,M4-FUNG-0007:E005,genome sequencing coverage,42,42.0,×,NRRL 13137,genome,reported,1,,,S005,,156
M4-FUNG-0007:Q006,M4-FUNG-0007,Q006,EXPERIMENT,M4-FUNG-0007:E005,MAT idiomorphs detected,1,1.0,idiomorph,NRRL 13137,genome,reported,1,,,S005,MAT1-1 only.,157
M4-FUNG-0007:Q007,M4-FUNG-0007,Q007,EXPERIMENT,M4-FUNG-0007:E003,spore-density range tested,100,100.0,to 1e6 spores/mL,NRRL 13137,3 d,range,,,,S006,,158
M4-FUNG-0007:Q008,M4-FUNG-0007,Q008,EXPERIMENT,M4-FUNG-0007:E003,PMS density threshold for strong inhibition,≥1e5,,spores/mL,NRRL 13137 in 5% peptone PMS,3 d,qualitative threshold,,,lower toxin,S006,,159
M4-FUNG-0007:Q009,M4-FUNG-0007,Q009,EXPERIMENT,M4-FUNG-0007:E004,stilbenoid treatment concentration,0.3,0.3,mM,arachidin-1 or arachidin-3,24–120 h,reported,,,,S007,Arachidin-3 = 88.8 µg/mL at this concentration in the study.,160
M4-FUNG-0007:Q010,M4-FUNG-0007,Q010,EXPERIMENT,M4-FUNG-0007:E006,temperature of maximum growth / aflR-aflD-aflQ expression,30,30.0,°C,seven A. nomiae Brazil-nut isolates,study endpoint,group result,,,,S009,Comparative species-level evidence.,161
M4-FUNG-0007:Q011,M4-FUNG-0007,Q011,EXPERIMENT,M4-FUNG-0007:E006,temperature of maximum B/G aflatoxin production,25,25.0,°C,seven A. nomiae Brazil-nut isolates,study endpoint,group result,,,,S009,Shows expression optimum ≠ product optimum.,162
M4-FUNG-0007:Q012,M4-FUNG-0007,Q012,EXPERIMENT,M4-FUNG-0007:E007,first detectable cluster expression,day 2,,day,two Brazil-nut A. nomiae isolates,time course,reported,,,,S010,,163
M4-FUNG-0007:Q013,M4-FUNG-0007,Q013,EXPERIMENT,M4-FUNG-0007:E007,first detectable AFB1 + AFG1,day 3,,day,two Brazil-nut A. nomiae isolates,time course,reported,,,,S010,,164
M4-FUNG-0007:Q014,M4-FUNG-0007,Q014,EXPERIMENT,M4-FUNG-0007:E007,first detection of all four B1/B2/G1/G2,day 4,,day,two Brazil-nut A. nomiae isolates,time course,reported,,,,S010,Approximate production ordering G1>B1>G2>B2 thereafter.,165
M4-FUNG-0008:Q001,M4-FUNG-0008,Q001,EXPERIMENT,M4-FUNG-0008:E001,aflC/pksA causal SNP position,591,591.0,nt,coding sequence from translational start,sequence,exact,1,,,S003,G→A substitution.,150
M4-FUNG-0008:Q002,M4-FUNG-0008,Q002,EXPERIMENT,M4-FUNG-0008:E001,aflC/pksA nucleotide change,G→A,,substitution,AF13→AF36 comparison,sequence,reported,1,,,S003,Creates premature stop codon.,151
M4-FUNG-0008:Q003,M4-FUNG-0008,Q003,EXPERIMENT,M4-FUNG-0008:E001,predicted truncated PksA stop position,176,176.0,amino acid,PksA coding sequence,sequence,derived from reported W→STOP at aa176,1,,,S003,Very early truncation relative to the full multidomain PKS.,152
M4-FUNG-0008:Q004,M4-FUNG-0008,Q004,EXPERIMENT,M4-FUNG-0008:E002,Group A complete-gene-set genotypes,17,17.0,genotypes,35 non-aflatoxigenic A. flavus genotypes,comparative sequencing,0.49,,,,S005,AF36 belongs to this group.,153
M4-FUNG-0008:Q005,M4-FUNG-0008,Q005,EXPERIMENT,M4-FUNG-0008:E003,YV36 isolates in Mexican survey,59,59.0,isolates,">3,500 A. flavus isolates screened",2005–2008,0.016,,,,S007,All carried MAT1-2 and aflC atoxigenicity SNP.,154
M4-FUNG-0008:Q006,M4-FUNG-0008,Q006,EXPERIMENT,M4-FUNG-0008:E003,YV36 isolates with additional cluster degeneration,3,3.0,isolates,59 YV36 isolates,survey,count,,,,S007,Additional lesions beyond the defining aflC SNP.,155
M4-FUNG-0008:Q007,M4-FUNG-0008,Q007,EXPERIMENT,M4-FUNG-0008:E004,maximum YV36 proportion in treated soil,93,93.0,% of A. flavus isolates,treated commercial pistachio orchards,multi-year,reported maximum,,,increase,S009,After repeated AF36 applications.,156
M4-FUNG-0008:Q008,M4-FUNG-0008,Q008,EXPERIMENT,M4-FUNG-0008:E004,aflatoxin-positive sample reduction,20,20.0,to 45 %,treated vs untreated commercial pistachio orchards,year-dependent,reported range,,,reduction,S009,Range depended on year.,157
M4-FUNG-0008:Q009,M4-FUNG-0008,Q009,EXPERIMENT,M4-FUNG-0008:E001,RNA loaded per Northern lane,10,10.0,µg,total RNA,3-day culture,reported,,,,S003,From figure/method description.,158
M4-FUNG-0009:Q001,M4-FUNG-0009,Q001,EXPERIMENT,M4-FUNG-0009:E003,MIBiG/GenBank region length,59535,59535.0,bp,AY092402.3,sequence,exact,1,,,S001; S002,,154
M4-FUNG-0009:Q002,M4-FUNG-0009,Q002,EXPERIMENT,M4-FUNG-0009:E003,MIBiG CDS count,26,26.0,CDSs,BGC0000011,sequence,count,1,,,S001,Excludes extra-cluster aflQ.,155
M4-FUNG-0009:Q003,M4-FUNG-0009,Q003,EXPERIMENT,M4-FUNG-0009:E003,nucleotide identity to A. nidulans ST-cluster homologs,62,62.0,to 76 %,cluster genes,sequence comparison,reported range,,,,S004,,156
M4-FUNG-0009:Q004,M4-FUNG-0009,Q004,EXPERIMENT,M4-FUNG-0009:E005,Ao AflQ amino-acid identity to A. flavus AflQ,57,57.0,%,protein sequence,sequence comparison,reported,,,,S006,,157
M4-FUNG-0009:Q005,M4-FUNG-0009,Q005,EXPERIMENT,M4-FUNG-0009:E002,production-assay duration,7,7.0,days,YES/PDA cultures,endpoint,reported,,,,S005,,158
M4-FUNG-0009:Q006,M4-FUNG-0009,Q006,EXPERIMENT,M4-FUNG-0009:E002,growth at 37°C,not detected,,qualitative,A. ochraceoroseus among tested non-Flavi AF producers,37°C,reported,,,absent,S005,,159
M4-FUNG-0010:Q001,M4-FUNG-0010,Q001,EXPERIMENT,M4-FUNG-0010:E001,MIBiG region length,21971,21971.0,bp,AB120221.1,sequence,exact,1,,,S001,,135
M4-FUNG-0010:Q002,M4-FUNG-0010,Q002,EXPERIMENT,M4-FUNG-0010:E001,cluster CDS count,5,5.0,genes,alt1–alt5,sequence,count,1,,,S001; S003,,136
M4-FUNG-0010:Q003,M4-FUNG-0010,Q003,EXPERIMENT,M4-FUNG-0010:E002,Alt5 CDS span,7832,7832.0,bp,11261–19092 inclusive,sequence,derived,1,,,S001,,137
M4-FUNG-0010:Q004,M4-FUNG-0010,Q004,EXPERIMENT,M4-FUNG-0010:E003,polyketide chain length,10,10.0,acetate-derived units,alternapyrone backbone,biosynthetic labeling,decaketide,,,,S003,,138
M4-FUNG-0010:Q005,M4-FUNG-0010,Q005,EXPERIMENT,M4-FUNG-0010:E003,methyl substituents,8,8.0,methyl groups,alternapyrone,biosynthetic labeling,methionine-derived,,,,S003,,139
M4-FUNG-0010:Q006,M4-FUNG-0010,Q006,EXPERIMENT,M4-FUNG-0010:E003,C-methyltransferase programming events,8,8.0,iterations,PKSN synthesis,biosynthetic interpretation,reported,,,,S003,,140
M4-FUNG-0010:Q007,M4-FUNG-0010,Q007,EXPERIMENT,M4-FUNG-0010:E003,ketoreduction events,7,7.0,iterations,PKSN synthesis,biosynthetic interpretation,reported,,,,S003,,141
M4-FUNG-0010:Q008,M4-FUNG-0010,Q008,EXPERIMENT,M4-FUNG-0010:E003,dehydration events,7,7.0,iterations,PKSN synthesis,biosynthetic interpretation,reported,,,,S003,,142
M4-FUNG-0010:Q009,M4-FUNG-0010,Q009,EXPERIMENT,M4-FUNG-0010:E003,enoyl-reduction events,4,4.0,iterations,PKSN synthesis,biosynthetic interpretation,reported,,,,S003,,143
M4-FUNG-0010:Q010,M4-FUNG-0010,Q010,UNRESOLVED_REFERENCE,M001,alternapyrone molecular formula,C28H44O3,,formula,compound,structure,exact,,,,S001; S007,,144
M4-FUNG-0010:Q011,M4-FUNG-0010,Q011,UNRESOLVED_REFERENCE,M001,reported murine-myeloma MIC,3.1,3.1,µg/mL,later alternapyrone bioactivity assay,endpoint,MIC,,,,S007,Compound-level activity; not A. solani ecological function.,145
M4-FUNG-0010:Q012,M4-FUNG-0010,Q012,UNRESOLVED_REFERENCE,M001,reported neonatal-foreskin-fibroblast MIC,25,25.0,µg/mL,later alternapyrone bioactivity assay,endpoint,MIC,,,,S007,Approximately eightfold less active than against murine myeloma in that assay.,146
M4-FUNG-0011:Q001,M4-FUNG-0011,Q001,EXPERIMENT,M4-FUNG-0011:E003,MIBiG displayed-region length,45963,45963.0,bp,"chromosome IV 1,099,810–1,145,772",sequence,derived inclusive,1,,,S001,,135
M4-FUNG-0011:Q002,M4-FUNG-0011,Q002,EXPERIMENT,M4-FUNG-0011:E003,compact pkgA/pkgB locus span,7849,7849.0,bp,"1,119,810–1,127,658",sequence,derived inclusive,1,,,S001,,136
M4-FUNG-0011:Q003,M4-FUNG-0011,Q003,EXPERIMENT,M4-FUNG-0011:E003,functional CDS count,2,2.0,genes,pkgA + pkgB,sequence/function,count,1,,,S001; S003,,137
M4-FUNG-0011:Q004,M4-FUNG-0011,Q004,EXPERIMENT,M4-FUNG-0011:E001,TF promoter-replacement configurations yielding detectable new product,0,0.0,configurations,"ANID_07061.1, AN7073.3, and combined induction",screen,count,,,negative,S003,,138
M4-FUNG-0011:Q005,M4-FUNG-0011,Q005,EXPERIMENT,M4-FUNG-0011:E002,PkgA-only product abundance,low,,qualitative,induced culture,screen,reported,,,increase from control,S003,Several compounds detected but insufficient yield for straightforward isolation.,139
M4-FUNG-0011:Q006,M4-FUNG-0011,Q006,EXPERIMENT,M4-FUNG-0011:E003,PkgA+PkgB product yield change,dramatic increase,,qualitative,relative to pkgA-only induction,screen,reported,,,higher,S003,Authors explicitly report dramatically increased yield.,140
M4-FUNG-0011:Q007,M4-FUNG-0011,Q007,EXPERIMENT,M4-FUNG-0011:E003,major isolated products,2,2.0,major compounds,alternariol + dehydrocitreoisocoumarin,scale-up,count,,,,S003,Four additional minor isocoumarins also isolated.,141
M4-FUNG-0011:Q008,M4-FUNG-0011,Q008,EXPERIMENT,M4-FUNG-0011:E003,minor isolated products,4,4.0,compounds,compounds 10–13,scale-up,count,,,,S003,Two heptaketide and two hexaketide isocoumarins.,142
M4-FUNG-0011:Q009,M4-FUNG-0011,Q009,EXPERIMENT,M4-FUNG-0011:E005,heterologous comparator culture time,72,72.0,h,SnPKS19-expressing A. nidulans,culture,reported,,,,S005,,143
M4-FUNG-0011:Q010,M4-FUNG-0011,Q010,EXPERIMENT,M4-FUNG-0011:E005,heterologous comparator temperature,28,28.0,°C,SnPKS19-expressing A. nidulans,culture,reported,,,,S005,,144
M4-FUNG-0012:Q001,M4-FUNG-0012,Q001,EXPERIMENT,M4-FUNG-0012:E001,MIBiG displayed-region length,60868,60868.0,bp,"AACD01000015.1:109,597–170,464",sequence,derived inclusive,1,,,S001,,138
M4-FUNG-0012:Q002,M4-FUNG-0012,Q002,EXPERIMENT,M4-FUNG-0012:E001,MIBiG locus-feature length,41240,41240.0,bp,"111,993–153,232",sequence,derived inclusive,1,,,S001,,139
M4-FUNG-0012:Q003,M4-FUNG-0012,Q003,EXPERIMENT,M4-FUNG-0012:E002,functional seven-gene interval span,32618,32618.0,bp,"afoA start 117,847 to afoG end 150,464",sequence,derived inclusive,1,,,S001; S003,Includes interposed but dispensable AN1030.,140
M4-FUNG-0012:Q004,M4-FUNG-0012,Q004,EXPERIMENT,M4-FUNG-0012:E002,MIBiG CDS count,11,11.0,CDSs,displayed/locus annotation,sequence,count,1,,,S001,,141
M4-FUNG-0012:Q005,M4-FUNG-0012,Q005,EXPERIMENT,M4-FUNG-0012:E002,genes whose deletion abolished asperfuranone,4,4.0,genes,"afoD, afoE, afoF, afoG",deletion panel,count,,,,S003,,142
M4-FUNG-0012:Q006,M4-FUNG-0012,Q006,EXPERIMENT,M4-FUNG-0012:E002,genes whose deletion strongly reduced asperfuranone,2,2.0,genes,"afoB, afoC",deletion panel,count,,,,S003,,143
M4-FUNG-0012:Q007,M4-FUNG-0012,Q007,EXPERIMENT,M4-FUNG-0012:E002,functional genes identified as required/supportive,7,7.0,genes,afoA + afoB–afoG,pathway assignment,count,,,,S003; S004,afoA is regulatory; biochemical deletion series covers B–G.,144
